casward2001,ONS,greenspace_pc
00FBNF,00FB,80.16292
00FBNG,00FB,56.18653
00FBNH,00FB,64.65297
00FBNJ,00FB,54.1693
00FBNK,00FB,86.78056
00FBNL,00FB,93.13628
00FBNM,00FB,93.88586
00FBNN,00FB,65.77213
00FBNP,00FB,70.83331
00FBNQ,00FB,30.1889
00FBNR,00FB,91.40785
00FBNS,00FB,93.46732
00FBNT,00FB,92.73225
00FBNU,00FB,80.01858
00FBNW,00FB,88.43401
00FBNX,00FB,90.47904
00FBNY,00FB,59.26015
00FBNZ,00FB,94.11407
00FBPA,00FB,79.70592
00FBPB,00FB,63.09847
00FBPC,00FB,75.77614
00FBPD,00FB,56.54668
00FBPE,00FB,57.5806
00FBPF,00FB,94.7371
00FCMQ,00FC,16.6239
00FCMR,00FC,26.45646
00FCMS,00FC,42.34708
00FCMT,00FC,33.4483
00FCMU,00FC,49.53732
00FCMW,00FC,69.74197
00FCMX,00FC,81.98227
00FCMY,00FC,42.32799
00FCMZ,00FC,48.45449
00FCNA,00FC,20.13399
00FCNB,00FC,24.14881
00FCNC,00FC,86.5387
00FCND,00FC,33.48242
00FCNE,00FC,91.73032
00FCNF,00FC,36.36063
00FDMR,00FD,45.12633
00FDMS,00FD,92.04768
00FDMT,00FD,92.31269
00FDMU,00FD,92.95388
00FDMW,00FD,72.37103
00FDMX,00FD,62.84178
00FDMY,00FD,89.25689
00FDMZ,00FD,92.79234
00FDNA,00FD,36.99315
00FDNB,00FD,89.7571
00FDNC,00FD,81.40015
00FDND,00FD,61.19707
00FDNE,00FD,88.94646
00FDNF,00FD,50.88906
00FDNG,00FD,39.61082
00FDNH,00FD,92.03709
00FDNJ,00FD,52.69906
00FFNG,00FF,30.51623
00FFNH,00FF,89.90461
00FFNJ,00FF,32.23243
00FFNK,00FF,92.5515
00FFNL,00FF,45.63045
00FFNM,00FF,34.33995
00FFNN,00FF,88.06168
00FFNP,00FF,26.627
00FFNQ,00FF,83.0446
00FFNR,00FF,88.12932
00FFNS,00FF,24.25889
00FFNT,00FF,76.71716
00FFNU,00FF,38.40591
00FFNW,00FF,35.64685
00FFNX,00FF,75.89977
00FFNY,00FF,39.78541
00FFNZ,00FF,87.2531
00FFPA,00FF,88.57745
00FFPB,00FF,79.39465
00FFPC,00FF,89.59142
00FFPD,00FF,28.60684
00FFPE,00FF,93.97559
00FKMX,00FK,19.03161
00FKMY,00FK,45.81782
00FKMZ,00FK,52.53669
00FKNA,00FK,25.31008
00FKNB,00FK,31.7637
00FKNC,00FK,30.56701
00FKND,00FK,36.98693
00FKNE,00FK,55.21857
00FKNF,00FK,51.41365
00FKNG,00FK,44.36346
00FKNH,00FK,38.63261
00FKNJ,00FK,24.20229
00FKNK,00FK,44.44616
00FKNL,00FK,16.7444
00FKNM,00FK,24.54937
00FKNN,00FK,51.37198
00FKNP,00FK,53.48783
00FNNF,00FN,37.87906
00FNNG,00FN,46.40551
00FNNH,00FN,65.01952
00FNNJ,00FN,21.55957
00FNNK,00FN,29.56711
00FNNL,00FN,35.94381
00FNNM,00FN,15.65131
00FNNN,00FN,16.0256
00FNNP,00FN,33.70913
00FNNQ,00FN,18.20749
00FNNR,00FN,17.74677
00FNNS,00FN,30.93316
00FNNT,00FN,45.17447
00FNNU,00FN,21.70775
00FNNW,00FN,14.59305
00FNNX,00FN,34.25763
00FNNY,00FN,45.09661
00FNNZ,00FN,12.00581
00FNPA,00FN,12.41614
00FNPB,00FN,27.90128
00FNPC,00FN,23.84931
00FNPD,00FN,36.47846
00FPMS,00FP,95.15728
00FPMT,00FP,90.21452
00FPMU,00FP,87.55977
00FPMW,00FP,93.11661
00FPMX,00FP,92.18398
00FPMY,00FP,92.79128
00FPMZ,00FP,94.70197
00FPNA,00FP,94.22739
00FPNB,00FP,88.80879
00FPNC,00FP,48.17101
00FPND,00FP,88.33887
00FPNE,00FP,67.68585
00FPNF,00FP,77.3391
00FPNG,00FP,93.56631
00FPNH,00FP,85.40465
00FPNJ,00FP,92.98136
00FYNE,00FY,16.86698
00FYNF,00FY,27.1305
00FYNG,00FY,19.91856
00FYNH,00FY,15.95181
00FYNJ,00FY,22.15424
00FYNK,00FY,38.97921
00FYNL,00FY,36.45346
00FYNM,00FY,33.88533
00FYNN,00FY,32.0689
00FYNP,00FY,45.46481
00FYNQ,00FY,47.97519
00FYNR,00FY,40.33207
00FYNS,00FY,58.11333
00FYNT,00FY,35.45457
00FYNU,00FY,31.32507
00FYNW,00FY,16.66821
00FYNX,00FY,18.41134
00FYNY,00FY,22.29041
00FYNZ,00FY,38.71706
00FYPA,00FY,34.08598
00GANY,00GA,45.76124
00GANZ,00GA,94.64029
00GAPA,00GA,47.19351
00GAPB,00GA,94.3525
00GAPC,00GA,94.91932
00GAPD,00GA,94.18745
00GAPE,00GA,94.29366
00GAPF,00GA,95.15618
00GAPG,00GA,22.45984
00GAPH,00GA,89.37603
00GAPJ,00GA,95.15297
00GAPK,00GA,94.39436
00GAPL,00GA,94.78032
00GAPM,00GA,95.15302
00GAPN,00GA,93.39091
00GAPP,00GA,94.91522
00GAPQ,00GA,94.15365
00GAPR,00GA,94.4523
00GAPS,00GA,94.58908
00GAPT,00GA,92.92014
00GAPU,00GA,91.5752
00GAPW,00GA,82.36356
00GAPX,00GA,90.21582
00GAPY,00GA,95.13199
00GAPZ,00GA,94.99281
00GAQA,00GA,94.95429
00GAQB,00GA,94.8196
00GAQC,00GA,93.66605
00GAQD,00GA,95.12366
00GAQE,00GA,74.53282
00GAQF,00GA,54.56988
00GAQG,00GA,41.06635
00GAQH,00GA,57.55131
00GAQJ,00GA,93.76218
00GAQK,00GA,95.03602
00GAQL,00GA,50.58313
00GAQM,00GA,39.52731
00GAQN,00GA,95.14591
00GAQP,00GA,94.3805
00GAQQ,00GA,94.4364
00GFNM,00GF,76.86629
00GFNN,00GF,35.43178
00GFNP,00GF,32.81287
00GFNQ,00GF,94.54896
00GFNR,00GF,47.16445
00GFNS,00GF,54.72988
00GFNT,00GF,56.2689
00GFNU,00GF,46.06379
00GFNW,00GF,33.48959
00GFNX,00GF,93.93516
00GFNY,00GF,34.82013
00GFNZ,00GF,94.79048
00GFPA,00GF,65.14841
00GFPB,00GF,24.30222
00GFPC,00GF,76.25377
00GFPD,00GF,92.29478
00GFPE,00GF,45.56096
00GFPF,00GF,62.77203
00GFPG,00GF,52.61783
00GFPH,00GF,56.31501
00GFPJ,00GF,72.30449
00GFPK,00GF,54.16055
00GFPL,00GF,66.35628
00GFPM,00GF,57.70537
00GFPN,00GF,31.42442
00GFPP,00GF,19.43511
00GFPQ,00GF,62.75327
00GFPR,00GF,40.75008
00GFPS,00GF,45.54224
00GFPT,00GF,65.29662
00GFPU,00GF,53.97383
00GFPW,00GF,91.50113
00GFPX,00GF,48.39848
00GLMX,00GL,47.08371
00GLMY,00GL,57.61565
00GLMZ,00GL,57.91026
00GLNA,00GL,49.35357
00GLNB,00GL,32.14999
00GLNC,00GL,38.90182
00GLND,00GL,63.23622
00GLNE,00GL,40.42192
00GLNF,00GL,45.08927
00GLNG,00GL,39.43403
00GLNH,00GL,21.79487
00GLNJ,00GL,24.56687
00GLNK,00GL,28.17023
00GLNL,00GL,43.71503
00GLNM,00GL,30.44667
00GLNN,00GL,70.19283
00GLNP,00GL,41.86818
00GLNQ,00GL,58.33713
00GLNR,00GL,63.10259
00GLNS,00GL,47.10706
00HANP,00HA,17.41592
00HANQ,00HA,89.46339
00HANR,00HA,94.5017
00HANS,00HA,94.91124
00HANT,00HA,62.52861
00HANU,00HA,93.34214
00HANW,00HA,81.89449
00HANX,00HA,93.65334
00HANY,00HA,55.93199
00HANZ,00HA,94.62216
00HAPA,00HA,91.68921
00HAPB,00HA,67.06206
00HAPC,00HA,74.13886
00HAPD,00HA,58.28288
00HAPE,00HA,32.96079
00HAPF,00HA,42.2846
00HAPG,00HA,54.11575
00HAPH,00HA,44.70901
00HAPJ,00HA,92.26814
00HAPK,00HA,50.22112
00HAPL,00HA,38.51384
00HAPM,00HA,37.98222
00HAPN,00HA,47.73909
00HAPP,00HA,18.49636
00HAPQ,00HA,80.39639
00HAPR,00HA,75.12846
00HAPS,00HA,90.37959
00HAPT,00HA,72.80434
00HAPU,00HA,73.41689
00HAPW,00HA,31.84766
00HAPX,00HA,85.24666
00HAPY,00HA,40.81614
00HAPZ,00HA,16.68378
00HAQA,00HA,38.18541
00HAQB,00HA,17.21726
00HAQC,00HA,53.3881
00HAQD,00HA,61.96468
00HBNM,00HB,16.32024
00HBNN,00HB,55.78251
00HBNP,00HB,22.95553
00HBNQ,00HB,19.5583
00HBNR,00HB,42.86773
00HBNS,00HB,41.50494
00HBNT,00HB,36.39274
00HBNU,00HB,27.57932
00HBNW,00HB,25.85788
00HBNX,00HB,11.78957
00HBNY,00HB,12.08776
00HBNZ,00HB,15.00232
00HBPA,00HB,19.94701
00HBPB,00HB,26.90165
00HBPC,00HB,36.13987
00HBPD,00HB,31.01476
00HBPE,00HB,33.26397
00HBPF,00HB,42.1955
00HBPG,00HB,25.34528
00HBPH,00HB,18.60686
00HBPJ,00HB,19.26986
00HBPK,00HB,48.94352
00HBPL,00HB,19.26095
00HBPM,00HB,21.22238
00HBPN,00HB,45.58065
00HBPP,00HB,15.63968
00HBPQ,00HB,24.98384
00HBPR,00HB,18.66568
00HBPS,00HB,28.48334
00HBPT,00HB,30.65104
00HBPU,00HB,29.30285
00HBPW,00HB,40.7542
00HBPX,00HB,28.40417
00HBPY,00HB,43.52096
00HBPZ,00HB,16.65814
00HCNP,00HC,90.60061
00HCNQ,00HC,90.78101
00HCNR,00HC,90.73863
00HCNS,00HC,17.85761
00HCNT,00HC,83.01671
00HCNU,00HC,21.31812
00HCNW,00HC,25.85518
00HCNX,00HC,32.76346
00HCNY,00HC,45.81216
00HCNZ,00HC,68.45104
00HCPA,00HC,88.72814
00HCPB,00HC,81.35736
00HCPC,00HC,90.49848
00HCPD,00HC,89.87527
00HCPE,00HC,81.68285
00HCPF,00HC,39.17367
00HCPG,00HC,76.79679
00HCPH,00HC,60.74451
00HCPJ,00HC,44.53001
00HCPK,00HC,19.75077
00HCPL,00HC,61.76941
00HCPM,00HC,33.18738
00HCPN,00HC,73.29665
00HCPP,00HC,37.47938
00HCPQ,00HC,16.04126
00HCPR,00HC,30.75096
00HCPS,00HC,51.04748
00HCPT,00HC,33.60136
00HCPU,00HC,26.86112
00HCPW,00HC,20.92295
00HCPX,00HC,38.90752
00HCPY,00HC,37.70894
00HCPZ,00HC,94.65358
00HCQA,00HC,87.02316
00HCQB,00HC,90.46014
00HCQC,00HC,88.35284
00HDNR,00HD,86.43855
00HDNS,00HD,91.02094
00HDNT,00HD,87.13618
00HDNU,00HD,92.38256
00HDNW,00HD,21.11095
00HDNX,00HD,21.55795
00HDNY,00HD,21.18177
00HDNZ,00HD,92.28599
00HDPA,00HD,54.51744
00HDPB,00HD,93.20164
00HDPC,00HD,22.15712
00HDPD,00HD,19.41825
00HDPE,00HD,39.04446
00HDPF,00HD,78.47889
00HDPG,00HD,33.60094
00HDPH,00HD,23.59681
00HDPJ,00HD,93.04655
